youtube_id,time_start,time_end,label
krc0vkZU6qU,8,18,feeding fish
KRwp7CyK_NM,45,55,feeding fish
kshwpv2IE1k,91,101,feeding fish
Kv31wDXfSVI,48,58,feeding fish
KVxoPhADbiA,10,20,feeding fish
KwJpBKQ8QmI,18,28,feeding fish
K_OJHLzOW8A,2,12,feeding fish
l2eRIJAsEy8,3,13,feeding fish
L2msFP6JBSU,80,90,feeding fish
l5DGP2fKcKI,52,62,feeding fish
L5KTVjPxwl0,15,25,feeding fish
l5ZUWwW7VkE,10,20,feeding fish
lAYTabHE99M,45,55,feeding fish
LbCYNh8jpEg,2,12,feeding fish
lETw67iy788,23,33,feeding fish
LGXQbiI6K2Y,62,72,feeding fish
lHqZVkQAPD8,4,14,feeding fish
lh_IwQPVvfo,251,261,feeding fish
LIvBIuHH3hM,6,16,feeding fish
lkm8AXBIXB4,148,158,feeding fish
LlAVYty6Kyk,9,19,feeding fish
LLvVOc3TvU0,34,44,feeding fish
lqsV8TAZk-A,15,25,feeding fish
LtG3an5fUZ8,0,10,feeding fish
LTlAdRFtYqA,10,20,feeding fish
LvtkjCt5Xvs,6,16,feeding fish
LwPaXdsg3TQ,5,15,feeding fish
LZ_FXWTnszQ,42,52,feeding fish
m2jrNKvgk20,11,21,feeding fish
M5wFLlCR0TM,0,10,feeding fish
M6B3wDUZUE8,13,23,feeding fish
m6Y8dJAKsZM,0,10,feeding fish
M80h-AYPJxA,16,26,feeding fish
Mc4z0VBaTy8,4,14,feeding fish
Mdb3lFVDHKE,4,14,feeding fish
mDsiN45BvaA,1,11,feeding fish
mdsQ9RlIZZM,10,20,feeding fish
MdZ5gfdkQTg,60,70,feeding fish
MHyzcd9a08E,14,24,feeding fish
mHZ2YK-iOm8,37,47,feeding fish
Mj4t7j-uhWo,42,52,feeding fish
MjhMFDLQm-o,10,20,feeding fish
MjPOu7oqU84,0,10,feeding fish
mlVYsmYXFUU,11,21,feeding fish
Mmft76QpOhU,33,43,feeding fish
mopqpEftkwE,100,110,feeding fish
MORJnJit92E,32,42,feeding fish
mOumlWwwe6w,77,87,feeding fish
mq7ggK_OnSM,6,16,feeding fish
mqpocKaoscg,17,27,feeding fish
MrMdt2BjcWg,48,58,feeding fish
MsGpTl_UfWY,83,93,feeding fish
MSN97O6PumQ,149,159,feeding fish
MV21GAlVrVM,26,36,feeding fish
MxJ1ebve-cA,5,15,feeding fish
myf4REGUbeA,217,227,feeding fish
mYUWGyGx8Jo,26,36,feeding fish
mZEypr-pwLc,11,21,feeding fish
Mzv0Qu5G8W0,88,98,feeding fish
M_2prnSlruE,2,12,feeding fish
N-gGGM0RRqE,16,26,feeding fish
n1IWQW-v5qA,120,130,feeding fish
N3XbPx-LIT4,3,13,feeding fish
n6djwUjA9Uw,38,48,feeding fish
naLCcvcF6sg,1,11,feeding fish
nawN1Tc4WwU,42,52,feeding fish
nbkNQu_G7I0,2,12,feeding fish
NbKu3SW5eBY,20,30,feeding fish
ndfYzK-bucQ,18,28,feeding fish
ndgkpowUvdk,2,12,feeding fish
Nev8tOMdPms,26,36,feeding fish
nFgmMTmXHaE,25,35,feeding fish
NgCJYJheBqc,50,60,feeding fish
NH5xAleW7O0,170,180,feeding fish
NIClRC2iVww,1,11,feeding fish
NIkTkAgwyhY,4,14,feeding fish
njRvCvCC3A0,5,15,feeding fish
nkF0uDmDU-Y,3,13,feeding fish
nKVN8EkJY74,44,54,feeding fish
NNiHGkJhXn8,45,55,feeding fish
nNUlTElXeh4,98,108,feeding fish
nnXmE7oSiy8,51,61,feeding fish
No4QgOBh764,4,14,feeding fish
nPDKRYvm8Ag,71,81,feeding fish
NRs8rOpCxi8,48,58,feeding fish
NtBZe6wQgIM,13,23,feeding fish
ntDOMsNRXak,4,14,feeding fish
NtiU8-wiFss,86,96,feeding fish
Ntp_knDUkc0,49,59,feeding fish
nUsEhaUYH4A,4,14,feeding fish
nvLdWKZYIfk,0,10,feeding fish
nvvTpl-jluw,84,94,feeding fish
O-T3_KDaFsY,73,83,feeding fish
o0DHm4SjHqI,104,114,feeding fish
o4Q2KsbCBJ8,97,107,feeding fish
o6QjULneytg,12,22,feeding fish
O9q7Tr-GOKc,11,21,feeding fish
OAXMoR4H7HM,3,13,feeding fish
oCmjqn4TjUU,16,26,feeding fish
OF-hB0CaoZc,67,77,feeding fish
oF8ea2pA8Jw,63,73,feeding fish
OgY_IIsv1UU,20,30,feeding fish
OGZyfB0Rw8c,94,104,feeding fish
oiXHX9K2Oqc,91,101,feeding fish
OKmfA_2quk0,94,104,feeding fish
oLUVU3lruMc,68,78,feeding fish
OnMijxzfYfk,240,250,feeding fish
OPbIlnrjxUE,2,12,feeding fish
oq1fBn6lHwc,218,228,feeding fish
OrfJ9slPEqA,151,161,feeding fish
OvICWjNdbS8,56,66,feeding fish
OVOJGS0hj6Y,7,17,feeding fish
owxtg_Ub0WA,38,48,feeding fish
oW_XwTP88vQ,2,12,feeding fish
oZdTwPk8Ixc,0,10,feeding fish
p1TIQ5YO0d8,4,14,feeding fish
p4E2oUvIWDg,31,41,feeding fish
p8wk6cr6X3M,74,84,feeding fish
p8zD49Kunc0,18,28,feeding fish
pA2lpi5NaI0,1986,1996,feeding fish
paqsiYJJ3fQ,2,12,feeding fish
pBbhEmHzMso,96,106,feeding fish
PbRoYtynwdY,1,11,feeding fish
PDRKpDE2ucM,10,20,feeding fish
Ph7nuFgf8Ts,43,53,feeding fish
pk99fTmmD0Y,115,125,feeding fish
pmBBz9S_fec,0,10,feeding fish
PMiOigC_v70,45,55,feeding fish
PO2bY8GcXck,3,13,feeding fish
podAqgHQyQk,0,10,feeding fish
PrKijhROq98,13,23,feeding fish
PrYaQYTxIAo,96,106,feeding fish
pS3dDqaNoPw,76,86,feeding fish
psRXO0l_0XY,82,92,feeding fish
pTVtlEwZGDo,12,22,feeding fish
PUOnSlXWlWs,3,13,feeding fish
pUVcYzNx5Qs,17,27,feeding fish
PUXK73QpOMc,28,38,feeding fish
PvIziqWc2QM,172,182,feeding fish
PXBO85OK9Rk,17,27,feeding fish
PYCNFA1KwvM,36,46,feeding fish
pyjbTmEATgM,32,42,feeding fish
pYppPTdMUT8,2,12,feeding fish
pZfDlrmNJ64,1,11,feeding fish
Pzv_ZGGA6n4,2,12,feeding fish
Q0Y-zLjXJyU,19,29,feeding fish
Q3Tpoo0D7zE,0,10,feeding fish
q8DDe_ELiHw,63,73,feeding fish
QfVNgbTDiLA,1,11,feeding fish
qGHYhc1dyAQ,60,70,feeding fish
Qgl6PMalFBI,30,40,feeding fish
qK4v-OCmCvA,30,40,feeding fish
qkInnJkxAsg,77,87,feeding fish
Qmko0vlHLZg,0,10,feeding fish
qNW3SLWFw4o,58,68,feeding fish
QPEgDt2mjVI,0,10,feeding fish
QpOg5EI7zWI,8,18,feeding fish
qPziiYGxEmg,11,21,feeding fish
QRCNbWbzWxk,1,11,feeding fish
qrdL8ABwXZI,7,17,feeding fish
QrVwmPZE5Pc,41,51,feeding fish
qSaumr2-xu0,12,22,feeding fish
qT-kdU-RN9c,34,44,feeding fish
qtckkudEfSs,3,13,feeding fish
QtuFdp29Crs,2,12,feeding fish
QtVh72R-x5k,4,14,feeding fish
QuLxokgUBxM,81,91,feeding fish
R5BlYftteYs,1,11,feeding fish
r67H-3nrAAc,83,93,feeding fish
RA1xt5EphEc,7,17,feeding fish
Rav2KiieIUs,149,159,feeding fish
RAywNs6KSqQ,4,14,feeding fish
RCGxA4pNP08,60,70,feeding fish
rChK5xPnqQw,112,122,feeding fish
REC91kKYNyg,4,14,feeding fish
RePg-6wp8Nc,125,135,feeding fish
rFzgY_i49FA,30,40,feeding fish
rGnb8ZL4hYI,19,29,feeding fish
RhLm_XgJi1I,1,11,feeding fish
RI574A3a5PY,0,10,feeding fish
rm9NeFqv0xw,53,63,feeding fish
RMeEH2UtS6c,0,10,feeding fish
RmklbFz43ak,1,11,feeding fish
RMXnwUfPfv4,0,10,feeding fish
ro2I_cghbNw,59,69,feeding fish
rOlHe3ykDD4,35,45,feeding fish
RpD2PJmd01s,3,13,feeding fish
RqsWnCxFJqo,12,22,feeding fish
rW74rLn5edI,5,15,feeding fish
RwbdoFy5Gjo,38,48,feeding fish
rwcqctC4vdM,380,390,feeding fish
rwpQL6GPW-g,18,28,feeding fish
rxqR6RysZ_g,1,11,feeding fish
RyGDHCOQ5mE,17,27,feeding fish
RZ5VHFJPNQM,93,103,feeding fish
S-Q-3j0h3ds,12,22,feeding fish
S4r8iDVO2NI,0,10,feeding fish
s57OKy9EEdc,81,91,feeding fish
s5gtLdlJ8CU,11,21,feeding fish
s5NsYYB7iTM,51,61,feeding fish
S5RoLqqbyQc,0,10,feeding fish
s6mrnr8FdxA,16,26,feeding fish
s8e7s3i1qRI,9,19,feeding fish
sAMRs5qWfm0,0,10,feeding fish
SbkyR1Ui5DY,89,99,feeding fish
sfLvonCuGAs,1,11,feeding fish
SFs_g1B_EJ8,22,32,feeding fish
ShqW6tixl4U,40,50,feeding fish
sIuMss_Ft7Q,28,38,feeding fish
sIVgIplwBIo,134,144,feeding fish
Skpp3abyI9w,94,104,feeding fish
SLCuQp81Usk,10,20,feeding fish
SLt62d1NQoE,4,14,feeding fish
sPqJM6gTjQg,8,18,feeding fish
spSwzl0BbV8,4,14,feeding fish
sqEosF-wR1Y,4,14,feeding fish
sqNYMXVQDKI,17,27,feeding fish
ST-jf_qY8Jc,16,26,feeding fish
sTfA17du7Yk,298,308,feeding fish
StmXIJk3OGM,39,49,feeding fish
sT_ExHTYqKo,11,21,feeding fish
sXP7NT_c-zE,75,85,feeding fish
SxQn1PR3fGE,8,18,feeding fish
Syit8i62PYE,0,10,feeding fish
szWoY26xlHY,78,88,feeding fish
s_di1zi3yyU,12,22,feeding fish
T-GpNm627aE,43,53,feeding fish
t0NFyNFl2eU,19,29,feeding fish
t1loKVMOQZU,73,83,feeding fish
T4BBRGz4oRo,10,20,feeding fish
tAWJ__CjoJQ,5,15,feeding fish
tB4o1x704kQ,2,12,feeding fish
TbT7v7P3eIs,23,33,feeding fish
tDSzPXL3mD0,98,108,feeding fish
TE0pd1OOd3g,11,21,feeding fish
tgxn51vJRuk,16,26,feeding fish
thUd5j9b8iY,4,14,feeding fish
ti2En_UfnoE,21,31,feeding fish
Tiz8v-Rove4,11,21,feeding fish
TJ-jDIXH5cg,62,72,feeding fish
tLFOOcX7FHY,0,10,feeding fish
TMLmvZdVNUs,0,10,feeding fish
tNV5aov-8dg,60,70,feeding fish
TOCZyv6ce6w,28,38,feeding fish
tQrfpnTGAFc,70,80,feeding fish
TRkwMqwir7Y,11,21,feeding fish
Tsc0L9Efoi4,68,78,feeding fish
TsKe_gmCGlQ,63,73,feeding fish
tsO1uwvlK2I,5,15,feeding fish
TV7XPWtlF78,26,36,feeding fish
TvzyWwIOx8I,56,66,feeding fish
tv_mUMzCiT4,7,17,feeding fish
ty83uaku66A,17,27,feeding fish
ty8OLTXLpME,129,139,feeding fish
tyWmJ5iPDIU,26,36,feeding fish
tZq4BMFDoBo,14,24,feeding fish
T_RRy4FtLcw,8,18,feeding fish
u-hBKxc2C6s,4,14,feeding fish
U1I0jk4hXwM,130,140,feeding fish
U321LcF6RdA,14,24,feeding fish
u5aonO748Hc,106,116,feeding fish
u6LBrTMkTkE,21,31,feeding fish
U6PkaDT3xT8,132,142,feeding fish
U9vy7nswtqQ,61,71,feeding fish
uagGmfGaSbM,5,15,feeding fish
UbkEB6i3gT8,10,20,feeding fish
uE1H2y8Sg9c,7,17,feeding fish
ufV0aZi0Khc,40,50,feeding fish
UhkXeiMm_s4,17,27,feeding fish
uJSFABcPXhA,59,69,feeding fish
UJWDyGRcfuc,9,19,feeding fish
uM0uxgzQpj0,16,26,feeding fish
umCRja6ts-U,0,10,feeding fish
uNvcpyhCNV0,22,32,feeding fish
UOBBectz8NU,4,14,feeding fish
UpO9GRiSyLw,234,244,feeding fish
Uqiczas8TMc,15,25,feeding fish
urQWBHUm3rM,1,11,feeding fish
UrUBni5-jAI,42,52,feeding fish
uVkVNPvckZc,27,37,feeding fish
uVzb9e9hJBQ,41,51,feeding fish
uwtxH2OuH60,1,11,feeding fish
UXQd4ZKLcfA,127,137,feeding fish
v0rrTpfHnMo,6,16,feeding fish
v4xrb_J4kCo,39,49,feeding fish
V5akYvJ6FS8,101,111,feeding fish
v7QUuDRBtPI,43,53,feeding fish
Va4dT9bU1Xs,0,10,feeding fish
vaG0WtR9sLs,5,15,feeding fish
vfduO7toVO0,154,164,feeding fish
VfSnon45MxA,38,48,feeding fish
VhJXMBAnzdk,0,10,feeding fish
vIunHS8520U,7,17,feeding fish
ViZO9NNMNTc,6,16,feeding fish
VjnpCqT5cCQ,3,13,feeding fish
vluYkRp1Bi8,28,38,feeding fish
VPN5pQJne58,70,80,feeding fish
vq7Y1NlQXeM,19,29,feeding fish
VqodCGRSz1Y,86,96,feeding fish
vrAdTC2-e-M,18,28,feeding fish
vRe3yU1Zkxs,6,16,feeding fish
VsruNa3N9UI,20,30,feeding fish
vUDFjzAdw20,0,10,feeding fish
Vuf8e8IQKSo,146,156,feeding fish
vugL0CSeQ5o,28,38,feeding fish
Vv_MniwwS0A,39,49,feeding fish
VW6AFmqEMmU,23,33,feeding fish
VxobVyILfX4,4,14,feeding fish
vXXZawNAbeQ,34,44,feeding fish
Vx_Oa0GXrHs,12,22,feeding fish
v_6zgFflCM4,67,77,feeding fish
w0D06Exh4qA,20,30,feeding fish
W3USfg3YsW4,3,13,feeding fish
wdf-fdFt5fg,0,10,feeding fish
WDlrSVvg_Sc,0,10,feeding fish
wDMQp_5fGHg,0,10,feeding fish
WDSWFHpAtiQ,0,10,feeding fish
WFKFw92pKqY,13,23,feeding fish
Whp9n_QQXH0,0,10,feeding fish
wHreCJHbnG8,41,51,feeding fish
wHu6j9dnMRU,140,150,feeding fish
WiaUkLMSCL0,35,45,feeding fish
WiP2faEZeiU,9,19,feeding fish
wJOX858FvyQ,3,13,feeding fish
WjwzsGNFceg,10,20,feeding fish
Wknch8Hfd3U,2,12,feeding fish
WKy5ziC-i-A,9,19,feeding fish
wlFnidQOD0Y,7,17,feeding fish
wLiser8T0NI,83,93,feeding fish
wMZs8lXu0Ug,19,29,feeding fish
wN22mFzViIk,6,16,feeding fish
wOhqOTqtxko,102,112,feeding fish
wOUVI-KrgFg,32,42,feeding fish
WpjdINY6hsU,49,59,feeding fish
wQCIi3i-qQA,40,50,feeding fish
wqS-4-l634g,59,69,feeding fish
Wrlh9NNUSIs,3,13,feeding fish
WsugHSQgrbM,44,54,feeding fish
wt0PY8_gDQI,22,32,feeding fish
W_FCaM3hEHA,19,29,feeding fish
x3o7NdzGlhI,42,52,feeding fish
x4pEMRgowew,82,92,feeding fish
X9E6p3GVvr4,22,32,feeding fish
XaEGOjNYDPs,3,13,feeding fish
XdRg77QmdDc,1,11,feeding fish
xf2PlTSkDKA,12,22,feeding fish
Xft4A-t3MJU,8,18,feeding fish
xf_9pEZMDvU,0,10,feeding fish
XG758OoxMDA,10,20,feeding fish
XGgf7R7VlwU,25,35,feeding fish
xH5Zbnao07w,0,10,feeding fish
xnJZVVIJynU,5,15,feeding fish
xnOW6e3uzyw,1,11,feeding fish
xoB-8CiBejo,113,123,feeding fish
xptF334GwTw,22,32,feeding fish
xQwe3754BcA,1,11,feeding fish
xtCp5AaY2eE,0,10,feeding fish
xtE0aEA3Kms,4,14,feeding fish
XuFerJjgJMs,25,35,feeding fish
xVXWjntQQak,8,18,feeding fish
xwcY5AkuUNE,9,19,feeding fish
xZk3QJ2ObgE,34,44,feeding fish
Y-bZ3nlvO30,243,253,feeding fish
y6JowMnW_nA,3,13,feeding fish
Y7BqIPB6C7g,24,34,feeding fish
y7MI8v02QXc,15,25,feeding fish
y8yz7-KpGJE,11,21,feeding fish
YBx0O9lMQAc,54,64,feeding fish
YcSVzWiF4yA,1,11,feeding fish
ydk4GzPDfbA,5,15,feeding fish
YFZwrYquOmc,1,11,feeding fish
yGM1d21eyTA,92,102,feeding fish
Yk7AevXvXgM,2,12,feeding fish
YKedtoKNyvg,10,20,feeding fish
yKpXnXRCSn4,38,48,feeding fish
YlzmSX_z67Q,1,11,feeding fish
yMOHUQEiH-M,119,129,feeding fish
YOgeIuRbAHE,7,17,feeding fish
yoJpV099tj8,54,64,feeding fish
yoY5C2e1kRM,9,19,feeding fish
YSF-C5qfXPc,22,32,feeding fish
YsLWEAyJzkY,7,17,feeding fish
YT--FncsLKE,86,96,feeding fish
Yt0AKote0Us,5,15,feeding fish
Yt9SY3fNny8,78,88,feeding fish
ytHFVIAhp2M,10,20,feeding fish
yVKKtPm1WLg,2,12,feeding fish
Ywl3sNjTKnY,49,59,feeding fish
YX075-5bA_s,3,13,feeding fish
YXkRATc3aU8,179,189,feeding fish
YyerPS3KOvs,27,37,feeding fish
yZs-mvxhSw4,2,12,feeding fish
Z2SRNKTnlGE,22,32,feeding fish
Z5LAJNcEfHo,4,14,feeding fish
z9NJWQqzy8I,2,12,feeding fish
z9nwv6Q6MKM,66,76,feeding fish
Zagw6lbdBBY,0,10,feeding fish
zAWhEzHL9Xc,122,132,feeding fish
zcqgQKkLFnI,14,24,feeding fish
ZcYOfgMXck8,73,83,feeding fish
ZDBj-wZl4jE,20,30,feeding fish
zEbsahJbcqo,104,114,feeding fish
zEkxJgebpKY,29,39,feeding fish
ZFBlrT7vgso,1,11,feeding fish
zh5zcqqHyT8,10,20,feeding fish
zIQSQXGU--Q,32,42,feeding fish
ZkMo3WFv_i8,2,12,feeding fish
ZlC9qgoemB8,163,173,feeding fish
ZlTj4tSPhmA,456,466,feeding fish
ZoYp64tD5sA,34,44,feeding fish
ZpmUlSSW69w,16,26,feeding fish
zqv1YTjgTSk,26,36,feeding fish
Zu4qS21Oq7E,28,38,feeding fish
ZZ2fXZdTC-c,43,53,feeding fish
zz3dE0gns-4,71,81,feeding fish
ZZMVBoSG2rQ,156,166,feeding fish
_7ncPYkp9E0,69,79,feeding fish
_7oVa8EMee0,30,40,feeding fish
_98w1WqdRGk,0,10,feeding fish
_AA0um_WLQA,58,68,feeding fish
_BjXCvp4Rxg,84,94,feeding fish
_c3EwkFx2j4,35,45,feeding fish
_CFYA28YV8Y,17,27,feeding fish
_D5Cn1sR5Ck,10,20,feeding fish
_dIS0FCZurs,31,41,feeding fish
_FbWF4si5O4,5,15,feeding fish
_FDWV6c8zp8,119,129,feeding fish
_h3tXKhr4gk,32,42,feeding fish
_oVHT6mASoU,82,92,feeding fish
_RFW-BLFJLs,28,38,feeding fish
_Uw5azl9Bwg,10,20,feeding fish
_VFtZr_ubx0,3,13,feeding fish
